timestamp,entrance,exit,temp,hum,pEntrance,pExit,pActualVehicule
0 days 00:00:01,45,19,11.99095668409273,47.52181440988633,1,1,115
0 days 00:00:01,20,19,21.37752448911854,43.7645021119259,3,1,52
0 days 00:00:01,3,36,16.765926120083037,32.576480483419175,2,3,97
0 days 00:00:01,19,20,22.930254687867414,54.66669633617133,2,4,131
0 days 00:00:01,5,3,21.71827533879252,47.636271083209465,1,2,183
0 days 00:00:01,18,15,17.748870476024653,34.555929878533206,4,1,151
0 days 00:00:01,23,17,22.700707437094778,54.800230283311535,3,2,297
0 days 00:00:01,2,25,22.74764713937783,64.61478961039843,1,3,274
0 days 00:00:01,44,2,23.36319614684467,49.19197012357739,3,2,242
0 days 00:00:01,46,41,22.73585809309296,54.47604839983113,1,1,464
0 days 00:00:01,12,15,20.650016394102167,57.072476868733105,2,3,437
0 days 00:00:01,8,40,21.547499119616333,38.27984016629976,1,1,407
0 days 00:00:01,36,2,26.404439576461954,51.170148839649734,2,1,316
0 days 00:00:01,46,14,17.404053461001958,45.23699276910596,2,4,252
0 days 00:00:01,28,39,15.592849731283444,36.65681745710053,1,2,459
0 days 00:00:01,18,31,21.882171071063226,43.40668133719002,2,1,101
0 days 00:00:01,18,46,16.880980336508024,81.04818631923692,4,3,387
0 days 00:00:01,12,31,19.849545660599798,71.21011027089389,1,3,195
0 days 00:00:01,2,42,19.925936057216788,61.67208140138047,2,4,478
0 days 00:00:01,48,8,22.13495860962524,50.49707823718424,1,1,28
0 days 00:00:01,44,47,20.366334182976765,51.448325926618075,1,1,130
0 days 00:00:01,26,48,20.926206925341162,57.649323487996256,2,1,109
0 days 00:00:01,3,0,16.578720771776442,50.263382389806665,4,2,384
0 days 00:00:01,6,16,16.926953656127587,36.880970370747804,2,4,225
0 days 00:00:01,41,8,30.541466951062944,48.64211735602004,4,4,405
0 days 00:00:01,13,7,20.533632414604906,61.800069527178906,3,3,218
0 days 00:00:01,16,40,17.100542361310296,55.37324247927425,2,2,201
0 days 00:00:01,27,48,21.365892642270158,36.129085611385435,1,1,126
0 days 00:00:01,1,48,16.706739642854195,47.87338336188266,2,4,164
0 days 00:00:01,47,6,28.513553552612606,48.86200510191294,2,2,495
0 days 00:00:01,1,27,21.081539066451807,55.20009117346825,4,4,49
0 days 00:00:01,45,6,20.84673335564599,40.498552943530214,4,3,458
0 days 00:00:01,23,5,21.0152370485748,49.99439186640604,3,4,155
0 days 00:00:01,45,14,15.531144125306417,46.98821215549247,4,4,454
0 days 00:00:01,47,11,15.412345844539232,45.5598981411911,1,4,81
0 days 00:00:01,31,17,19.651309817868903,42.15428062132339,2,3,426
0 days 00:00:01,29,22,14.689609047063723,45.97134271441562,2,3,410
0 days 00:00:01,49,7,28.77379242813266,46.05478870680926,2,4,2
0 days 00:00:01,19,49,14.067400572727452,37.93661115032952,2,3,322
0 days 00:00:01,12,4,17.892510459854535,53.419356175606694,4,4,128
0 days 00:00:01,2,41,10.600848520923144,57.24228113504789,4,2,335
0 days 00:00:01,10,3,22.260699146069395,28.444297256053723,2,3,335
0 days 00:00:01,2,23,9.33961641145012,33.9810524148491,2,3,239
0 days 00:00:01,33,14,26.279840526663005,59.96485358280377,4,4,55
0 days 00:00:01,23,17,20.179186657764888,65.46239562599489,2,1,244
0 days 00:00:01,12,23,15.524525292956714,44.87265462638104,2,2,349
0 days 00:00:01,6,18,22.777936515882388,47.12061205190444,3,2,65
0 days 00:00:01,37,24,25.693101583049355,38.55564463492516,2,3,249
0 days 00:00:01,17,46,24.085447281877386,42.01699965064899,4,1,99
0 days 00:00:01,7,0,18.791107743206148,61.973498929945094,3,4,103
0 days 00:00:01,1,13,18.55596666129621,61.88306824001887,3,2,427
0 days 00:00:01,5,36,17.663500557500047,53.15963800434785,4,4,496
0 days 00:00:01,44,2,21.22894306904502,61.29035850486511,1,4,350
0 days 00:00:01,21,16,30.49963870200771,65.8108939596583,2,3,167
0 days 00:00:01,27,8,17.278374997021064,72.34317545988694,1,3,341
0 days 00:00:01,12,14,30.671757492584856,49.42324129033485,4,2,450
0 days 00:00:01,40,38,22.795202442448552,38.10457636726184,2,2,35
0 days 00:00:01,18,36,24.23840565045387,48.4556933320094,4,3,378
0 days 00:00:01,6,30,14.02557261859842,39.25505055267326,4,1,263
0 days 00:00:01,6,40,24.844737749580638,37.05939153996228,3,1,133
0 days 00:00:01,18,25,17.644031201649586,53.22002375506924,4,2,259
0 days 00:00:01,41,39,17.32629925290568,52.98206512744421,2,4,66
0 days 00:00:01,28,40,20.279173642057412,51.77357275906192,2,3,146
0 days 00:00:01,5,37,32.11626104180569,43.42291850283942,2,3,481
0 days 00:00:01,11,21,24.840569130408884,55.18584410619379,4,1,487
0 days 00:00:01,13,37,12.884832490531904,32.11301341732343,1,2,490
0 days 00:00:01,17,30,18.94927358119545,57.90921220684504,4,4,448
0 days 00:00:01,18,17,19.074217714834106,54.420087548680485,1,4,327
0 days 00:00:01,47,3,14.793292929313182,41.17935547602556,2,4,228
0 days 00:00:01,7,39,13.189070148088806,46.63587491585761,2,3,402
0 days 00:00:01,4,43,18.2751076876346,52.3339986231045,2,2,463
0 days 00:00:01,16,19,17.71571398116334,36.95459547128177,2,4,33
0 days 00:00:01,28,49,24.706184281022956,48.46282747058062,4,3,207
0 days 00:00:01,5,26,24.91484430195154,65.43003180836679,2,3,154
0 days 00:00:01,35,37,24.79452147432574,47.11675016341952,4,3,374
0 days 00:00:01,24,26,21.212806661703677,53.00743083594864,2,1,478
0 days 00:00:01,34,0,15.444795798905405,70.18272558915794,3,4,361
0 days 00:00:01,1,49,25.40410878328992,52.493215454797564,2,3,186
0 days 00:00:01,20,38,21.13941115679041,51.67393077275152,1,4,9
0 days 00:00:01,18,8,15.32316491222879,32.76269961368263,1,2,28
0 days 00:00:01,38,26,17.78272082827972,64.54804099966948,2,4,138
0 days 00:00:01,49,1,19.638791148076443,38.291069472834764,3,1,375
0 days 00:00:01,4,20,16.502789621379364,68.78999822354984,4,2,272
0 days 00:00:01,26,14,17.72866796484748,58.70918111926945,3,3,90
0 days 00:00:01,43,38,10.180963593744352,46.42967406069217,1,3,230
0 days 00:00:01,0,24,18.423880226984313,54.583535425024955,3,2,1
0 days 00:00:01,19,7,22.559838870023142,47.11060278951279,4,1,442
0 days 00:00:01,43,29,17.627961539758925,48.72978356905034,1,3,77
0 days 00:00:01,33,4,10.470486472352874,47.625885072065664,2,1,386
0 days 00:00:01,31,8,19.805379449095568,52.872645805747666,2,1,428
0 days 00:00:01,19,7,24.018914713400168,60.164275987365045,3,4,260
0 days 00:00:01,17,0,17.472938201965984,34.64811578028751,2,3,325
0 days 00:00:01,22,29,19.142218237639703,56.98243531456278,4,3,21
0 days 00:00:01,29,4,22.924223549615597,51.20661314446183,1,2,276
0 days 00:00:01,30,41,16.90542771583487,42.41554912077208,2,4,433
0 days 00:00:01,47,19,11.573185705174247,53.587265786997996,2,1,198
0 days 00:00:01,28,4,23.08558894669096,55.832712987022056,1,1,128
0 days 00:00:01,25,17,32.255616976434055,43.06989083523698,2,3,378
0 days 00:00:01,26,24,28.318408030950906,54.53575682709264,1,4,484
0 days 00:00:01,19,9,14.847443487034074,38.17087124193837,2,4,261
0 days 00:00:01,27,39,15.023264005918884,65.62015288225523,1,4,40
0 days 00:00:01,13,9,18.474067735820846,42.25790608630821,4,3,179
0 days 00:00:01,38,16,20.236471158135135,71.0760174058057,4,4,226
0 days 00:00:01,40,28,28.02021687919521,53.13961278061644,2,4,299
0 days 00:00:01,22,21,22.123329496636586,45.44921215059074,2,1,481
0 days 00:00:01,9,15,20.251233437346272,54.93997806229112,3,3,213
0 days 00:00:01,38,13,11.641436234163491,48.44403062186745,3,1,186
0 days 00:00:01,27,4,27.409280284971164,44.520129786254984,2,3,176
0 days 00:00:01,28,27,14.492394294450039,45.33094881702795,3,1,419
0 days 00:00:01,8,2,23.441249942948883,61.33375059894459,2,4,13
0 days 00:00:01,7,26,21.919649881229706,72.08304820953515,1,4,162
0 days 00:00:01,20,47,13.223770917359943,42.50444685734297,4,3,246
0 days 00:00:01,37,15,21.489208136224708,65.82086776657718,1,4,391
0 days 00:00:01,7,41,20.095827939135052,70.6392949259299,2,4,304
0 days 00:00:01,23,32,23.21299118777282,63.867392248707965,2,3,397
0 days 00:00:01,32,23,16.354047979321557,61.79661135964112,4,1,80
0 days 00:00:01,0,41,21.244948745434552,62.144178224896585,4,3,494
0 days 00:00:01,24,6,26.296022282517082,55.469454111256525,4,1,362
0 days 00:00:01,7,21,19.246222933966045,36.46122603986247,1,2,217
0 days 00:00:01,26,0,23.302479530583767,70.81802029683067,1,3,207
0 days 00:00:01,27,47,13.511444023521156,64.223818736555,2,4,479
0 days 00:00:01,46,10,22.417860980267882,40.55448010679858,4,1,310
0 days 00:00:01,17,31,19.9605414247041,46.98751839936401,4,4,155
0 days 00:00:01,31,9,18.201212984670168,33.61916143646178,2,3,471
0 days 00:00:01,49,16,13.371759946570167,43.73843112173474,2,1,162
0 days 00:00:01,16,35,19.770246291341866,51.146052643241866,2,2,337
0 days 00:00:01,9,24,19.952571961316412,58.65715830836942,4,3,344
0 days 00:00:01,37,40,24.509554325208654,39.75648845653846,4,4,340
0 days 00:00:01,14,4,18.01693591980614,76.71720870657578,3,4,278
0 days 00:00:01,8,0,21.7653750525278,45.51718281445598,1,4,455
0 days 00:00:01,48,19,11.776721742951239,35.40864485134203,4,3,132
0 days 00:00:01,24,40,18.540684380103443,59.70639428780074,2,1,495
0 days 00:00:01,35,14,13.212280359835841,47.43952792688802,2,2,68
0 days 00:00:01,49,4,17.881847677732278,46.735043084450304,3,1,253
0 days 00:00:01,28,22,20.74821672101522,48.05333442051877,4,2,10
0 days 00:00:01,6,14,25.65251601022006,59.983251498438534,2,4,136
0 days 00:00:01,34,6,19.405899703316546,53.15167700446134,4,1,416
0 days 00:00:01,8,12,14.488768249845055,43.651908806038946,4,1,392
0 days 00:00:01,3,46,23.32313992929566,58.05607179180903,3,1,203
0 days 00:00:01,12,14,29.90112498193409,48.922236640758314,3,4,333
0 days 00:00:01,9,27,18.572122069277906,50.81599562315604,2,1,215
0 days 00:00:01,32,17,23.376824734629785,62.73553847021411,1,4,341
0 days 00:00:01,6,24,21.84379038590502,55.414789423278634,1,2,272
0 days 00:00:01,18,25,25.15090149549804,38.54210652668678,1,1,378
0 days 00:00:01,7,34,21.23136247536597,35.35889954599847,3,4,160
0 days 00:00:01,28,22,22.57295810982921,44.730631904313604,1,4,182
0 days 00:00:01,40,8,21.225650795594202,57.858074873102645,2,4,282
0 days 00:00:01,12,7,26.5966348495041,29.141696002563453,3,1,214
0 days 00:00:01,15,28,9.054890202511343,35.26493323276342,2,3,200
0 days 00:00:01,34,0,13.5457946753741,47.99119377109369,4,4,438
0 days 00:00:01,42,15,24.74160520173818,33.78032288879314,1,4,234
0 days 00:00:01,25,46,15.6143528163882,51.96762718533401,4,4,321
0 days 00:00:01,16,11,17.9182106941837,29.25542967590623,1,3,338
0 days 00:00:01,36,34,23.930115000833815,49.57379202673932,4,2,356
0 days 00:00:01,36,16,21.189083035268972,38.4902149608607,3,4,134
0 days 00:00:01,16,33,21.02801593876124,60.61051068934946,2,4,390
0 days 00:00:01,32,25,20.301405400491323,63.63231761824724,4,1,172
0 days 00:00:01,37,16,14.066562775120257,36.414246864071416,2,2,457
0 days 00:00:01,21,10,12.20595938704817,47.17477686762394,2,4,217
0 days 00:00:01,4,3,16.793200839617185,59.22803398325215,1,2,307
0 days 00:00:01,27,41,22.47412966238565,31.750079494809114,4,4,72
0 days 00:00:01,2,35,22.403708666130274,53.95789485578773,1,1,205
0 days 00:00:01,49,14,22.999442698129283,38.55396160551745,1,4,104
0 days 00:00:01,31,40,19.331288241991007,32.79205775932708,2,4,226
0 days 00:00:01,24,22,29.79862747410795,39.07683660732132,3,2,328
0 days 00:00:01,34,37,14.244512533443451,53.58606875697805,1,3,91
0 days 00:00:01,31,9,17.323473648379863,65.65320051996721,2,1,416
0 days 00:00:01,46,41,18.46454092315321,65.33179136901757,3,2,191
0 days 00:00:01,24,16,16.903753769275884,49.42729221042106,3,1,364
0 days 00:00:01,23,27,14.060535205422749,42.43486148746748,4,3,182
0 days 00:00:01,17,0,21.335902136883544,44.14013787929949,4,1,375
0 days 00:00:01,16,34,12.230511182171213,41.387314099165,2,1,219
0 days 00:00:01,10,27,21.79628894878788,51.71411414499609,1,4,463
0 days 00:00:01,22,33,17.643105772473056,60.21212886818905,1,1,367
0 days 00:00:01,26,21,20.598229917829666,50.50893875089904,2,1,485
0 days 00:00:01,27,1,16.523702130299135,40.45779477836848,4,1,270
0 days 00:00:01,14,27,20.151847648431254,35.78795435589329,2,2,227
0 days 00:00:01,27,30,35.15952150792267,57.250115679087266,3,2,91
0 days 00:00:01,20,36,25.45003504471645,42.42107289424521,2,1,54
0 days 00:00:01,35,30,15.015718072609982,74.00391930460329,2,1,296
0 days 00:00:01,22,6,18.54051867076291,66.1213657901691,2,4,355
0 days 00:00:01,45,6,16.122761736062337,56.35744188029145,1,4,110
0 days 00:00:01,26,30,11.118213257414197,55.62333851936917,2,4,249
0 days 00:00:01,10,45,18.284795678475255,68.64680447858113,3,3,105
0 days 00:00:01,0,32,23.203626313567725,30.588391826389042,4,2,479
0 days 00:00:01,35,19,21.350876889105635,46.695348007821565,1,4,123
0 days 00:00:01,16,43,21.18131114781469,51.86758441003752,1,4,254
0 days 00:00:01,18,7,29.758759195243766,57.48097466150794,1,4,347
0 days 00:00:01,3,26,24.020117224055703,53.847297586054864,2,1,180
0 days 00:00:01,16,44,17.104860211999213,60.41756216259647,4,2,449
0 days 00:00:01,17,38,19.6054974044465,55.40876325397346,2,1,154
0 days 00:00:01,24,42,16.981725085705914,59.187744859127235,4,4,432
0 days 00:00:01,40,32,19.26247299206596,48.01745536860144,2,4,154
0 days 00:00:01,44,0,32.292722105264794,53.761605752419506,4,4,327
0 days 00:00:01,4,44,25.397048184937354,57.46014537570578,3,1,378
0 days 00:00:01,25,34,25.179927939691012,59.22053276611469,3,4,67
0 days 00:00:01,27,48,16.2544889111413,61.485600477883196,2,3,160
0 days 00:00:01,20,21,16.325927652925586,55.62752005188373,4,3,403
0 days 00:00:01,9,40,21.249275563101403,45.91875139895288,1,1,22
0 days 00:00:01,15,47,19.19307440107624,36.908657936752434,1,2,2
0 days 00:00:01,46,2,15.574478426955748,50.96047334595593,1,1,453
0 days 00:00:01,12,25,22.623122085778768,34.31919463315923,4,3,454
0 days 00:00:01,1,20,15.379553607347455,50.03068984516436,2,1,233
0 days 00:00:01,27,26,22.89394457212824,39.989013711607875,1,2,235
0 days 00:00:01,47,37,20.909279374535732,54.67799201886483,4,4,218
0 days 00:00:01,23,38,20.37572180067252,50.185046804197206,2,2,266
0 days 00:00:01,3,12,14.263272873382807,60.64083436571749,1,2,223
0 days 00:00:01,39,4,13.257498367266248,55.37781184575532,1,2,107
0 days 00:00:01,38,28,24.2129068541617,50.66299893698137,1,1,435
0 days 00:00:01,41,8,21.89526050458778,37.71152290290075,4,2,81
0 days 00:00:01,48,17,15.093762652258135,45.30694903850592,4,1,457
0 days 00:00:01,19,19,8.982871551967225,52.2051332508032,4,2,137
0 days 00:00:01,5,19,21.125838069617117,41.87501004188638,4,3,227
0 days 00:00:01,43,48,26.698667457871835,41.03605399477799,3,4,245
0 days 00:00:01,47,33,20.087454412646597,35.25854697462193,2,1,210
0 days 00:00:01,35,35,12.700795796797994,65.60789068939208,2,3,417
0 days 00:00:01,15,48,21.37356384499096,53.6195879443608,4,2,232
0 days 00:00:01,21,36,19.207935639496892,39.4461802039693,4,2,82
0 days 00:00:01,29,33,23.40721155972334,45.38140513602011,2,4,475
0 days 00:00:01,13,48,20.865932585337095,46.64441903642783,4,1,450
0 days 00:00:01,32,11,20.16411157326336,43.89655891008773,1,1,256
0 days 00:00:01,38,4,14.644126446404362,40.03769890666523,1,1,140
0 days 00:00:01,42,19,24.873844109059302,48.063014647612285,1,3,400
0 days 00:00:01,9,21,17.712711768912868,43.5414348114041,1,1,253
0 days 00:00:01,11,0,18.368230252013664,51.20465606467266,4,1,269
0 days 00:00:01,45,9,17.494778948476295,59.32942738384261,4,2,455
0 days 00:00:01,20,24,18.725358562296933,44.22417401817859,3,3,469
0 days 00:00:01,9,6,21.84516623022686,65.02714140771448,2,4,265
0 days 00:00:01,3,11,15.46317295062165,42.01514249009516,4,2,211
0 days 00:00:01,13,27,16.426815778080908,46.41325231635973,3,3,217
0 days 00:00:01,11,40,22.25471196563561,53.53686790186502,3,4,281
0 days 00:00:01,32,19,13.373952515646858,59.807466769127764,4,4,172
0 days 00:00:01,48,48,13.669060967760885,37.651298178476125,3,1,120
0 days 00:00:01,8,45,18.05434752524562,26.616062928882037,4,3,161
0 days 00:00:01,29,1,18.787049239965416,45.85790750258325,1,2,437
0 days 00:00:01,30,43,20.918688107276573,39.21202536533095,4,3,45
0 days 00:00:01,26,36,13.707448717235401,61.85440319445149,3,1,88
0 days 00:00:01,2,39,18.100409154243945,47.33014475767318,1,2,403
0 days 00:00:01,17,27,16.8861337832484,58.9374538999623,4,3,249
0 days 00:00:01,28,30,22.20149531420862,45.24285009211907,1,3,227
0 days 00:00:01,10,42,23.09603545967899,53.459455283411266,3,1,477
0 days 00:00:01,3,24,19.481147891439825,46.221201884257574,4,1,63
0 days 00:00:01,1,45,19.22496931442625,35.74675161619906,2,4,241
0 days 00:00:01,31,20,17.32495023453648,56.242983797159496,4,4,129
0 days 00:00:01,35,11,27.45335438975979,53.764409863227606,2,4,277
0 days 00:00:01,30,0,18.05290025839848,70.39586151907562,2,4,48
0 days 00:00:01,2,13,19.468770889271468,52.00780338809682,3,2,23
0 days 00:00:01,36,42,21.843179098330594,45.45360003528031,4,2,137
0 days 00:00:01,41,29,19.695154098156763,50.29038355981354,2,1,8
0 days 00:00:01,46,34,20.327673746914694,47.137684570531334,3,2,89
0 days 00:00:01,40,42,14.705346095556688,35.323229612351525,4,1,98
0 days 00:00:01,14,19,19.22286842027824,59.62592717781422,1,2,184
0 days 00:00:01,37,1,25.74779174393243,55.052252292144516,1,1,403
0 days 00:00:01,9,41,17.49664425474067,57.90847745621534,1,2,107
0 days 00:00:01,41,37,16.06277758593409,72.42301018025316,1,4,429
0 days 00:00:01,9,1,21.357360036012217,51.83385392960197,1,2,15
0 days 00:00:01,11,36,16.02434319675916,33.64570999394103,1,1,49
0 days 00:00:01,46,18,10.971006549229003,76.71505966605795,4,3,325
0 days 00:00:01,34,10,23.018874388693227,46.57266149988494,1,2,311
0 days 00:00:01,19,27,16.98310732759629,40.4654856200318,2,1,279
0 days 00:00:01,48,1,9.877392854648896,34.322180936210245,4,3,66
0 days 00:00:01,12,46,17.82232527591057,43.06831929135417,1,1,417
0 days 00:00:01,20,26,22.55947320004241,32.44386876747756,4,2,358
0 days 00:00:01,23,8,33.71122266946763,57.28155216513255,2,1,39
0 days 00:00:01,6,23,22.109224321634706,44.97414636842627,1,3,106
0 days 00:00:01,20,15,31.322103179490362,55.126525979909175,3,4,41
0 days 00:00:01,23,18,21.36596774328678,47.16552244255516,1,3,117
0 days 00:00:01,44,6,26.695777159009424,32.35217213552618,1,1,286
0 days 00:00:01,45,9,28.704315435926446,32.54409341388937,3,3,413
0 days 00:00:01,44,38,14.433929449286287,49.95157558368551,3,3,440
0 days 00:00:01,35,24,30.51967863787734,47.440124856456485,4,3,316
0 days 00:00:01,19,20,14.182297561398368,56.740758636826484,1,1,314
0 days 00:00:01,29,26,14.71628419533397,41.585595976621,2,1,414
0 days 00:00:01,6,37,20.14604605883025,54.44040889002537,2,4,25
0 days 00:00:01,49,35,16.250773700169972,53.75895885134246,1,2,263
0 days 00:00:01,34,35,22.51328739648104,44.37433177487552,4,1,350
0 days 00:00:01,37,19,14.318207508385413,71.29338057574337,1,4,411
0 days 00:00:01,14,32,25.08410860991347,42.813919296792236,1,3,239
0 days 00:00:01,48,23,13.471301873960773,57.80983427880177,4,2,13
0 days 00:00:01,16,5,21.613878426663113,53.32570226882882,2,2,130
0 days 00:00:01,48,5,15.006844168429438,47.6259774034785,4,4,159
0 days 00:00:01,47,8,19.94396710248945,34.6053256836986,4,4,157
0 days 00:00:01,38,18,28.19495562557585,63.070954532101766,3,3,172
0 days 00:00:01,35,25,15.976385973551903,48.34681158793403,2,2,350
0 days 00:00:01,34,17,23.849686417013732,43.18446770867141,3,2,101
0 days 00:00:01,27,2,18.51734984094195,50.018954283631366,4,2,211
0 days 00:00:01,10,40,28.866381530388608,47.2631379567357,1,2,485
0 days 00:00:01,33,42,17.078265046298345,35.19969610790572,2,2,332
0 days 00:00:01,13,1,17.236219942188686,57.40011333441395,3,4,271
0 days 00:00:01,31,31,20.89933141202757,55.502752851124654,4,1,261
0 days 00:00:01,24,14,19.27825076965884,39.24648179042331,4,2,450
0 days 00:00:01,2,45,22.97215044726854,46.48767862518472,4,1,118
0 days 00:00:01,3,14,17.625426259267783,46.61537576484287,4,4,91
0 days 00:00:01,27,13,19.47388313315058,44.042542441539716,4,3,197
0 days 00:00:01,47,16,18.91395569261048,47.426970467148536,1,4,103
0 days 00:00:01,12,32,27.41757585776235,57.49893546571955,4,4,130
0 days 00:00:01,30,38,18.987246232106088,51.87797855829525,3,1,122
0 days 00:00:01,37,37,21.677123735414106,58.339371653870266,3,2,491
0 days 00:00:01,3,41,24.550599075498337,54.70582503288773,3,2,365
0 days 00:00:01,6,35,19.451074637331004,48.602225066534785,1,2,478
0 days 00:00:01,2,47,23.0655073654449,39.63567588600589,3,2,36
0 days 00:00:01,3,1,19.145422911823125,47.81843545367696,4,2,101
0 days 00:00:01,14,45,18.773810740256625,69.0177979432558,3,4,289
0 days 00:00:01,10,18,13.645884754451433,42.060694989518936,4,1,114
0 days 00:00:01,26,1,18.4796309851977,30.926585949368324,4,1,205
0 days 00:00:01,34,17,13.363841391305472,65.88796990618101,1,1,233
0 days 00:00:01,29,36,11.731093956312485,47.94056038012593,4,1,435
0 days 00:00:01,15,7,20.187137793256863,48.891869630432765,2,2,137
0 days 00:00:01,24,49,16.51619316154648,57.065741807863546,4,2,50
0 days 00:00:01,46,47,23.927998110742593,50.8945196524315,4,1,293
0 days 00:00:01,48,10,31.419883700632337,40.702315377420256,3,3,257
0 days 00:00:01,24,27,23.695495720232657,41.650983698985655,3,4,16
0 days 00:00:01,30,25,20.989181561160475,57.135310963112204,4,1,122
0 days 00:00:01,28,1,20.955004423007416,43.94012890515853,1,3,257
0 days 00:00:01,25,22,15.208910397910994,29.726377986453635,4,1,339
0 days 00:00:01,25,43,10.583843024684763,51.17936457213868,4,1,137
0 days 00:00:01,6,11,17.855814035887416,59.18496198601697,4,1,389
0 days 00:00:01,13,8,16.10224911904128,40.851483460075706,3,2,57
0 days 00:00:01,25,11,13.0308447172456,37.93578952096142,1,4,389
0 days 00:00:01,41,1,30.80776649076234,42.80152627081864,2,1,252
0 days 00:00:01,22,43,24.799254625235765,40.364703821125474,2,1,325
0 days 00:00:01,41,1,23.638207821301403,65.46937557613045,4,1,31
0 days 00:00:01,17,41,19.285555808149983,40.24426496912727,3,3,262
0 days 00:00:01,33,6,17.17571593126379,57.78200504540034,1,4,59
0 days 00:00:01,0,15,19.12667836722786,51.66615822749531,2,1,357
0 days 00:00:01,14,10,20.52165381423951,36.66824773669812,1,3,323
0 days 00:00:01,27,33,14.165014971049132,61.3983466506118,3,4,138
0 days 00:00:01,11,35,26.92362774120449,56.80948290343499,4,1,299
0 days 00:00:01,30,1,32.410128182215644,37.163302290581704,2,2,207
0 days 00:00:01,1,18,19.75604423756461,50.52848252328701,4,1,0
0 days 00:00:01,44,0,25.182854275339515,71.31659148736861,1,2,168
0 days 00:00:01,13,18,11.551172924136745,49.46749770799562,1,4,324
0 days 00:00:01,18,2,29.76477160227346,51.7776094789444,3,3,380
0 days 00:00:01,30,36,16.52974581781428,47.41548528102869,4,1,312
0 days 00:00:01,41,12,18.231262220461907,49.00623820477611,4,2,49
0 days 00:00:01,26,43,26.05534984790691,44.90917282501191,3,4,118
0 days 00:00:01,32,34,29.72992077155927,48.04918673063177,2,3,171
0 days 00:00:01,46,33,17.414447783302087,54.45968680273949,3,2,2
0 days 00:00:01,32,33,24.219705442353202,41.139385751833245,2,2,134
0 days 00:00:01,9,32,8.793077246611753,56.78264786373052,1,2,207
0 days 00:00:01,21,29,20.807889102912263,27.25529432469362,2,3,188
0 days 00:00:01,35,39,23.640744406519687,50.786291753855956,4,4,312
0 days 00:00:01,14,30,14.092561684993267,53.370798915010305,3,3,205
0 days 00:00:01,37,2,27.128519822644236,53.019256535317375,3,4,423
0 days 00:00:01,23,10,23.8819608190026,50.357783624946016,2,2,140
0 days 00:00:01,15,6,19.05255323493596,28.748161070249793,4,4,252
0 days 00:00:01,29,49,17.01113240457864,45.65037873048245,2,1,152
0 days 00:00:01,6,29,12.76583253354162,53.68394372833152,4,2,177
0 days 00:00:01,28,27,30.198692671254967,54.76509717122971,4,2,297
0 days 00:00:01,4,15,14.712097847075132,53.011560347379096,3,3,367
0 days 00:00:01,33,1,21.549593491323527,59.68598996109419,2,2,220
0 days 00:00:01,30,18,28.248911936967435,56.13365413235132,3,3,317
0 days 00:00:01,17,24,16.693108308437687,40.58649246260701,2,4,259
0 days 00:00:01,19,24,20.895318257362383,43.34430362897569,2,4,476
0 days 00:00:01,21,14,16.29076775336704,47.618743022761265,1,4,11
0 days 00:00:01,34,28,19.488694601861443,54.945420118356175,2,2,1
0 days 00:00:01,30,35,17.923862193860025,46.78445982985355,2,3,294
0 days 00:00:01,48,30,21.86772209122694,49.592808774716126,2,4,316
0 days 00:00:01,24,22,23.606697524117862,47.10845055378098,4,2,355
0 days 00:00:01,41,43,14.247879734973006,56.15551424656314,2,2,402
0 days 00:00:01,49,33,11.313266124037447,47.11808669705717,1,2,69
0 days 00:00:01,36,46,21.545258591454036,36.84499203802064,3,1,217
0 days 00:00:01,38,32,25.67485612478366,47.86830350118516,3,4,323
0 days 00:00:01,49,9,23.301309607892865,29.263779907266006,4,1,53
0 days 00:00:01,24,10,22.98329865833289,47.42331790564068,1,2,248
0 days 00:00:01,18,27,20.50301872670762,19.879797735693188,4,4,411
0 days 00:00:01,46,1,22.857646324769938,52.35100788024478,4,1,272
0 days 00:00:01,14,30,28.810269823400102,45.88828863087515,4,3,237
0 days 00:00:01,6,12,26.90287559982656,42.12395028684884,2,3,15
0 days 00:00:01,19,49,23.06500201218211,53.36791626557906,3,3,121
0 days 00:00:01,46,17,18.133392011618433,44.520263973932444,3,1,81
0 days 00:00:01,12,26,24.143447091998418,36.56735602030436,4,3,254
0 days 00:00:01,32,19,21.851037952480347,44.49285070049393,2,2,375
0 days 00:00:01,0,8,20.242884952917482,46.48646985554433,1,1,229
0 days 00:00:01,9,38,15.984024418377341,42.6539715199194,4,2,245
0 days 00:00:01,47,49,31.45143294731723,47.593436750408586,2,3,250
0 days 00:00:01,43,26,15.138376662815313,41.683432089852154,1,3,176
0 days 00:00:01,36,14,13.24963859521504,40.000680231049046,2,2,299
0 days 00:00:01,34,28,19.061749177250007,56.474563522011245,4,4,334
0 days 00:00:01,32,19,12.916927617426053,62.28967980263119,1,3,120
0 days 00:00:01,39,0,14.378505803719142,44.61283648224874,1,1,156
0 days 00:00:01,15,43,23.034713328523964,62.69655413719217,2,4,264
0 days 00:00:01,16,33,16.654856971545964,32.93960129395642,3,3,328
0 days 00:00:01,38,3,10.00642939185714,56.14516466929426,1,4,91
0 days 00:00:01,20,6,14.782179737922831,66.43706689951836,2,2,63
0 days 00:00:01,25,4,21.047016732353615,66.35604867127199,3,1,219
0 days 00:00:01,4,15,12.006253704400478,45.934087497321165,1,1,450
